farm code,region code,sub region code,holding type code,LATITUDE_coded,LONGITUDE_code,HOLDER LEGAL STATUS CODE,profession code,educational level code,tenure code,soil salinity group code,soil type code,Permanent Employees,Temporary Employees,Holding Area_coded,resting areas_coded,buildings_coded,Wind bumpers_coded,Fruit tree crops_coded,Protected vegetable crops_coded,vegetable crops_coded,Fruit waste %,Plastic houses waste %,Exposed Vegetable  waste %
192,B,41,B,24.508395,55.64313833,E,B,G,D,A,B,2,0,39.17628,21.03426,0.56628,0,12.87,0,0,0.025937093,0,0
193,B,41,A,24.51149333,55.64459333,E,B,D,D,A,B,6,0,39.18213,30.73941,0.25272,0,8.19,0,0,0.14346387,0,0
194,B,41,B,24.54131667,55.66217,E,B,G,D,A,B,1,0,39.14352,35.27082,0.3627,0,3.51,0,0,0.060336293,0,0
195,A,9,A,24.58204833,54.79983833,E,B,B,D,A,B,3,0,32.61726,5.733,1.053,2.925,15.21,0,6.435,0.219866259,0,0.378101008
196,B,41,B,24.50908333,55.64407,E,B,G,D,A,B,1,0,39.18096,36.60228,0.23868,0,2.34,0,0,0.247541734,0,0
197,C,38,A,23.25437,53.75890333,E,B,G,D,A,B,4,0,46.8,0,0.2574,0,44.2026,0,0,0.30811038,0,0
198,C,38,B,23.330235,53.74875333,E,B,A,D,A,B,2,0,46.8,0.8541,0.3159,0,45.63,0,0,0.090987775,0,0
199,B,41,B,24.506575,55.65970333,E,B,G,D,A,B,3,0,39.17511,15.21,0.56511,0,18.72,0,0,0.137016662,0,0
200,A,9,B,24.58274667,54.80095333,E,B,B,D,A,B,1,0,32.61726,20.943,0.4914,1.17,7.605,0,2.34,0.267424575,0,0.203713743
201,B,41,B,24.483465,55.64052333,E,B,E,D,A,B,2,0,39.18096,15.06024,0.20592,0,12.2148,0,0,0.127542664,0,0
202,B,41,B,24.48316,55.63711333,E,B,G,D,A,B,2,0,39.18096,29.61504,0.20592,0,9.36,0,0,0.245210535,0,0
203,C,38,B,23.32769333,53.74910167,E,B,G,D,A,B,1,0,46.8,13.2561,0.1404,0,27.5535,0,0,0.211239189,0,0
204,B,41,B,24.50567333,55.61401167,E,B,G,D,A,B,1,0,39.18096,33.08058,0.25038,0,5.85,0,0,0.028120406,0,0
205,A,6,B,24.20354,54.70447333,E,B,E,D,A,B,1,0,32.60907,0,0.1755,0.351,1.17,0,0,0.266405006,0,0
206,C,34,B,22.96077333,54.27217,E,B,G,D,B,B,2,0,46.8,-1.989,0.234,0,37.44,0,4.095,0.170633693,0,0.217439211
207,A,6,A,24.14343333,55.01644,E,B,H,D,B,B,2,0,21.69648,0,0.117,3.51,11.7,0,0,0.277150398,0,0
208,A,6,B,24.14146667,55.014675,E,B,A,D,B,B,5,0,21.69648,9.36,0,0.234,4.095,0,0,0.310269805,0,0
209,A,6,B,24.144515,55.01514667,E,B,G,D,B,B,1,0,21.69648,0,0.117,2.34,9.36,0,0,0.262135608,0,0
210,A,6,B,24.142055,55.00263833,C,B,A,D,B,B,1,0,21.3408,10.53,0,0.936,5.499,0,0,0.160885279,0,0
211,A,9,B,24.53823,54.650795,E,B,A,D,A,B,1,1,32.60907,19.89,0.819,3.51,2.2932,0,5.85,0.268299834,0,0.224868
212,A,6,B,24.14793333,55.00528,E,B,G,D,B,B,1,0,21.69648,0,0.117,0,2.925,0,0,0.331043536,0,0
213,A,9,B,24.53984667,54.65070167,E,B,D,D,A,B,1,0,32.60907,24.57,1.17,1.755,4.87305,0,0,0,0,0
214,C,33,B,23.069325,53.571505,E,B,B,D,B,B,1,0,46.8,3.51,1.17,2.34,32.76,0,0,0.158870297,0,0
215,A,9,A,24.53914833,54.64925667,E,B,G,D,A,B,1,0,32.60907,20.55807,1.7901,2.34,7.73955,0,0,0.170724592,0,0
216,A,9,A,24.61882667,54.69347,E,B,A,D,A,B,1,0,32.60907,15.795,0.6786,2.0475,9.36,0,0,0.313828704,0,0
217,A,6,A,24.148355,55.00383333,E,B,E,D,B,B,0,0,21.69648,0,0.117,0,0,0,0,0,0,0
218,A,6,B,24.14506833,55.00132,E,B,A,D,B,B,3,0,44.82036,0,0,0.468,9.36,0,0,0.104618093,0,0
219,A,6,B,24.145065,55.00082833,E,B,B,D,B,B,3,0,21.69648,0,0.117,0.585,11.7,0,0,0.165670463,0,0
220,A,6,A,24.14495667,54.99777667,E,B,C,D,B,B,3,0,21.69648,0,0.117,0,4.3875,0,0,0.162048057,0,0
221,A,6,B,24.142175,54.97500167,E,B,A,D,B,B,0,0,44.48925,0,0,0,5.85,0,0,0.04059989,0,0
222,A,6,B,24.20441,54.71161167,E,B,E,D,A,B,1,0,32.60907,0,0.117,1.053,5.85,0,0,0.208811611,0,0
223,A,6,B,24.20670167,54.71243167,E,B,E,D,A,B,2,0,32.60907,0,0.117,1.872,5.85,0,1.755,0.275031185,0,0.32797247
224,A,6,A,24.20739,54.71345667,E,B,E,D,A,B,3,0,27.17442,0,0.117,1.755,9.36,0,1.17,0.223079044,0,0.083704223
225,A,6,A,24.143495,55.014745,E,B,H,D,B,B,0,0,21.69648,7.02,0.117,3.51,8.775,0,0,0.306374531,0,0
226,A,6,A,24.20621833,54.712645,E,B,C,D,A,B,2,0,27.17442,0,0.117,0.936,5.85,0,1.521,0.483077063,0,0.030758609
227,A,6,A,24.14851,55.01204667,E,B,H,D,B,B,0,0,21.69648,0,0.117,0,8.775,0,0,0.365960135,0,0
228,A,6,B,24.204485,54.711815,E,B,C,D,A,B,1,0,27.17442,0,0.1053,0,10.53,0,0,0.108885182,0,0
229,A,6,B,24.13933167,55.00709333,E,B,D,D,B,B,1,0,31.707,0,0.117,0,5.85,0,0,0.234750026,0,0
230,A,6,B,24.20372167,54.711335,E,B,C,D,A,B,1,0,27.17442,0,0.0936,0,9.36,0,0,0.137003618,0,0
231,A,6,B,24.14076,54.99560667,E,B,I,D,B,B,0,0,41.184,0,0.117,0,14.859,0,0,0.215952614,0,0
232,A,6,A,24.20238667,54.710735,E,B,E,D,A,B,1,0,27.17442,0,0.1287,1.404,9.36,0,0,0.10324331,0,0
233,A,6,B,24.13284,55.00688333,E,B,G,D,B,B,5,0,27.2844,5.85,0.117,0,13.455,0,0,0.029604842,0,0
234,A,6,A,24.20110167,54.71007,E,B,B,D,A,B,1,0,27.17442,0,0.0819,1.17,5.85,0,0,0.367054662,0,0
235,A,6,B,24.13331167,55.00530833,E,B,A,D,B,B,1,0,35.6382,28.08,0.117,0.234,5.85,0,0,0.138867407,0,0
236,A,6,A,24.20003167,54.712705,E,B,E,D,A,B,1,0,27.17442,0,0.1755,0,16.38,0,0,0.085799453,0,0
237,A,6,B,24.134835,55.00718833,E,B,H,D,B,B,5,0,36.9252,23.4,0.117,0,11.7,0,0,0.28140252,0,0
238,A,6,A,24.13423667,55.010585,E,B,G,D,B,B,14,0,82.9179,59.67,0,10.53,5.85,0,0,0.2094101,0,0
239,A,6,A,24.20131667,54.71335333,E,B,E,D,A,B,1,0,27.17442,0,0.0936,0,4.68,0,0,0,0,0
240,A,6,B,24.13826167,55.00958,E,B,A,D,B,B,0,0,5.85,0,0.117,0,2.457,0,0,0.35903101,0,0
241,A,6,B,24.129575,54.999855,E,B,E,D,B,B,1,0,32.60907,25.74,0,0,4.68,0,0,0.159616153,0,0
242,C,34,A,22.98404167,54.115865,E,B,C,D,B,B,2,0,27.03168,10.88568,1.5795,2.42775,7.45875,0,0,0.259296326,0,0
243,A,9,A,24.58617667,54.80186833,E,B,B,C,A,B,2,0,32.61726,13.338,0.7137,0.936,14.04,0,3.51,0.23068525,0,0.078866928
244,A,9,A,24.62439667,54.688175,E,B,C,D,A,B,1,0,32.60907,18.72,0.70785,0,8.0262,0,0,0.236602311,0,0
245,A,9,B,24.58371667,54.80030167,E,B,B,D,A,B,2,0,32.61726,12.519,0.7605,1.17,17.55,0,0,0.271868683,0,0
246,A,9,A,24.51726167,54.61934,E,B,B,D,A,B,2,0,27.18846,5.74236,3.1356,0,13.338,0,2.6325,0.070415903,0,0.259791014
247,A,9,B,24.58733167,54.80071667,E,B,B,D,A,B,2,0,32.61726,5.265,0.702,1.4625,11.7,0,13.455,0.114060105,0,0.272736735
248,A,6,B,24.16687167,54.95681833,E,B,G,D,A,B,2,0,25.28136,11.24136,0,0,14.04,0,0,0.310830009,0,0
249,A,9,A,24.58829,54.80081667,E,B,B,D,A,B,2,0,32.61726,10.37556,0.5967,1.17,8.19,0,9.945,0.264806584,0,0.069920976
250,A,6,A,24.16569167,54.95825167,E,B,C,D,A,B,2,0,9.98595,4.68,1.17,0,2.925,1.17,0,0.36551397,0.065687856,0
251,A,6,A,24.17729,55.01994667,E,B,C,D,B,B,1,0,23.78376,0,0.351,1.17,4.68,0,0,0.421906613,0,0
252,A,9,A,24.62491833,54.68709833,E,B,B,D,A,B,3,0,32.60907,17.55,0.56745,0.73125,5.21703,0,3.2175,0.282349362,0,0.357814657
253,A,6,B,24.17901667,55.021605,E,B,B,D,B,B,1,0,23.78376,0,0.2925,0.5265,3.51,0,0,0.298792832,0,0
254,A,6,B,24.17885,55.02229,E,B,B,D,B,B,1,0,24.49161,0,0.351,0.4095,4.68,0,0,0.299894626,0,0
255,A,9,B,24.58956333,54.800355,E,B,B,D,A,B,2,0,32.61726,10.296,0.6435,1.17,9.36,0,11.115,0.003414284,0,0.094929171
256,A,9,A,24.51757167,54.61301333,E,B,C,D,A,B,2,0,27.18846,12.82788,0.71136,0,6.22206,0,5.0895,0.161522972,0,0.086856737
257,A,9,A,24.59075333,54.80128333,E,B,B,D,A,B,3,0,32.61726,14.976,0.5733,1.17,10.53,0,4.68,0.146999337,0,0.324783254
258,B,19,B,23.59320333,55.48351,E,B,C,D,B,B,1,0,39.18915,17.55,0.1872,0,14.04,0,0,0.358549834,0,0
259,A,6,A,24.18082167,55.02142667,E,B,F,A,B,B,1,0,24.49161,0,0.0585,0.351,0.234,0,0,0.301088833,0,0
260,B,18,B,23.83165,55.49229667,E,B,A,D,B,B,1,0,38.80305,25.52355,0.117,0,13.1625,0,0,0.262407077,0,0
261,A,9,A,24.59330667,54.801665,E,B,C,D,A,B,1,0,32.61726,9.711,0.5733,2.34,12.285,0,4.68,0.402067603,0,0.432214142
262,A,9,B,24.59367667,54.80242333,E,B,D,D,A,B,1,0,32.61726,19.071,0.5616,1.17,9.36,0,2.34,0.135294746,0,0.333599372
263,A,9,A,24.595505,54.802005,E,B,C,D,A,B,3,0,32.61726,20.241,0.5967,2.34,8.19,0,0.585,0.275246116,0,0.209688904
264,A,9,B,24.59627333,54.803405,E,B,C,D,A,B,1,0,32.61726,24.336,0.585,0,4.095,0,3.51,0.185030048,0,0.095473093
265,A,9,A,24.619535,54.69367667,E,B,G,D,A,B,2,0,32.60907,15.21,0.67275,1.4625,10.8225,0,1.755,0.342044748,0,0.192313643
266,A,6,A,24.14900333,55.00787667,E,B,D,D,B,B,0,0,21.69648,0,0,0.585,0,0,0,0,0,0
267,A,6,A,24.14255333,55.01251167,E,B,G,D,B,B,3,0,180.78255,0,0.117,0.585,9.36,0,0,0.253724965,0,0
268,A,6,B,24.14019666,55.01190067,E,B,I,D,B,B,1,0,21.69648,0,0.117,11.7,0,0,0,0,0,0
269,A,6,B,24.14224,55.00795,E,B,I,D,B,B,1,0,21.69648,0,0.117,10.53,2.34,0,0,0.410135038,0,0
270,A,6,A,24.14829,55.01362333,E,B,D,D,B,B,0,0,21.69648,0,0.117,0,5.85,0,0,0.13213799,0,0
271,B,41,A,24.50904667,55.61581176,E,B,A,D,B,B,3,0,47.27151,28.31751,4.914,0,7.02,0,4.68,0.090904983,0,0.268249853
272,A,6,B,24.14979,55.01037667,E,B,D,D,B,B,5,0,21.69648,0,0.117,1.17,2.34,0,0,0.380274289,0,0
273,A,6,A,24.14637,54.99751167,E,B,A,D,B,B,10,0,21.69648,0,0,0,2.925,0,0,0.100005246,0,0
274,A,6,B,24.14655833,54.99865333,E,B,A,D,B,B,0,0,21.69648,0,0,0,4.3875,0,0,0.298514885,0,0
275,B,41,B,24.511245,55.62287667,E,B,C,D,B,B,1,0,27.67284,5.09184,0.351,0,22.23,0,0,0,0,0
276,B,41,A,24.50583667,55.61542167,E,B,G,D,B,B,3,0,39.18213,10.57563,0.5265,0,23.4,0,0,0.393448247,0,0
277,A,6,A,24.148115,55.01529667,E,B,G,D,B,B,4,0,21.69648,12.87,0.117,0,1.17,0,0,0.302734239,0,0
278,A,6,B,24.13945,54.99510333,E,B,G,D,B,B,2,0,47.268,0,0.117,1.755,0,0,0,0,0,0
279,A,6,A,24.13918333,54.99590333,E,B,G,D,B,B,1,0,26.559,0,0.117,1.755,0,0,0,0,0,0
280,A,6,B,24.13973667,54.99333833,E,B,I,D,B,B,15,0,23.4,3.51,0.117,7.02,2.925,0,0,0.19019341,0,0
281,A,6,B,24.07866667,55.01865,E,B,E,D,B,B,0,0,46.8,0,0.117,0.351,29.835,0,0,0.155376017,0,0
282,A,6,B,24.11516333,54.98782167,E,B,E,D,B,B,5,0,27.7992,0,0,0.585,8.775,0,0,0.304368791,0,0
283,A,6,A,24.13917667,55.00266,E,B,C,D,B,B,12,0,37.31481,17.55,0.117,0,4.095,0,9.36,0.066313557,0,0.185440818
284,B,41,B,24.49619833,55.615135,E,B,E,D,B,B,1,0,39.18096,34.14996,0.351,0,4.68,0,0,0.251286358,0,0
285,B,18,B,23.82960472,55.4855386,E,B,A,D,B,B,2,0,23.02911,11.15595,0.17316,0,7.02,0,0,0.376250478,0,0
286,A,6,A,24.147945,55.01682333,E,B,B,D,B,B,10,0,21.69648,5.85,0.117,2.34,11.7,0,0,0.100615159,0,0
287,A,6,A,24.14692833,55.01667,E,B,C,D,A,B,2,0,21.69648,5.85,0.117,0,5.85,1.755,5.85,0.370451867,0.234864274,0.220404206
288,B,41,B,24.51064833,55.61520833,E,B,J,D,B,B,1,0,45.33633,32.70033,0.936,0,11.7,0,0,0.149229278,0,0
289,B,23,B,24.25445333,55.84062667,E,B,G,D,B,C,2,0,43.12152,23.4,0.117,0,19.60452,0,0,0.010894978,0,0
290,C,33,B,23.05503,53.56960833,E,B,G,D,B,B,1,0,26.7813,13.9113,0.585,0,1.17,0,0,0.004829416,0,0
291,B,18,B,23.83155731,55.49440762,E,A,A,D,B,B,4,0,15.83595,5.30595,0.12402,0,8.06598,0,0,0.210076317,0,0
292,C,43,B,23.624915,53.65421833,E,B,A,D,B,B,1,0,27.03168,8.775,0.351,3.77793,8.8452,0,0,0.274241678,0,0
293,C,5,B,23.02517833,54.05546,E,B,G,D,B,B,1,0,13.46085,11.08341,0.0351,0.00234,2.34,0,0,0.15185941,0,0
294,B,3,A,23.86369167,55.382165,E,B,A,D,B,B,2,0,39.18213,22.54941,0.25272,0,11.7,0,0,0.254553603,0,0
295,C,33,B,23.070005,53.57289667,E,B,D,D,B,B,2,0,38.61,7.02,2.34,3.51,22.23,0,0,0.380142131,0,0
296,B,18,A,23.79696,55.43903,E,B,A,D,B,B,2,0,39.18213,18.70128,0.59085,0,17.55,0,0,0.106976645,0,0
297,B,29,B,23.61735167,55.53478333,E,B,C,D,B,B,4,0,26.10621,5.85,0.234,0,10.53,0,0,0.029942101,0,0
298,B,29,B,23.61413167,55.46639167,E,B,A,D,B,B,3,0,39.18213,12.87,0.3042,0,19.89,0,0,0.324155947,0,0
299,C,33,B,23.11411833,53.66944,E,A,A,D,A,B,2,0,46.8,11.7,0,0,35.1,0,0,0.244814955,0,0
300,B,29,B,23.64178833,55.53813333,E,A,D,D,B,B,4,0,32.78808,-3.89142,0.4095,0,8.19,0,0,0.163422395,0,0
301,C,5,B,23.10147167,53.88580833,E,B,A,D,A,B,1,0,3.32982,0.1521,0.01872,0,3.159,0,0,0.126131203,0,0
302,C,33,B,23.07162333,53.57063333,E,B,D,D,B,B,1,0,46.8,9.36,2.34,1.17,30.42,0,0,0,0,0
303,B,29,B,23.61682667,55.533885,E,A,D,D,B,B,2,0,26.0442,8.19,0.3042,0,9.36,0,0,0.219607103,0,0
304,B,29,B,23.61443167,55.46475667,E,B,D,D,B,B,1,0,39.18213,22.23,0.234,0,12.87,0,0,0.134832543,0,0
305,C,33,A,23.10629,53.59156667,E,B,D,D,B,B,4,0,46.8,0,1.4625,2.34,28.9575,0,14.04,0.296317107,0,0.201917399
306,B,3,B,23.85877167,55.38314,E,B,A,D,B,B,1,0,39.18213,21.32793,0.3042,0,12.87,0,0,0.08152972,0,0
307,C,5,B,23.09021167,53.926235,E,B,G,D,B,B,1,0,8.6931,2.60091,0.88335,0.52884,4.68,0,0,0.192243066,0,0
308,A,6,B,24.16297167,54.98843,E,B,G,D,B,B,3,0,22.22649,0,0,0,2.0475,0,0,0.348767081,0,0
309,B,29,B,23.61562,55.534105,E,A,B,D,B,B,3,0,18.54099,3.03849,0.2925,0,2.34,0,0,0.2850061,0,0
310,C,33,B,23.119265,53.67415167,E,B,G,D,A,B,2,0,46.8,16.38,0.585,0,29.25,0,0,0.192434002,0,0
311,B,3,B,23.86003667,55.381315,E,B,A,D,B,B,1,0,39.18213,17.84133,0.2808,0,16.38,0,0,0.027256145,0,0
312,C,5,A,23.09093,53.92523667,E,B,C,D,B,B,1,0,8.6931,5.67684,0.0351,0.05616,2.925,0,0,0.330046224,0,0
313,B,29,B,23.61466167,55.46277167,E,B,D,D,B,B,1,0,39.18213,23.4,0.1755,0,9.36,0,0,0.041106068,0,0
314,B,29,B,23.64033167,55.53931667,E,A,D,D,B,B,2,0,27.35226,2.34,0.4095,2.34,17.55,0,0,0.289675117,0,0
315,C,5,B,23.04269333,54.01921167,E,B,A,D,B,B,1,0,7.57692,1.97262,0.0585,0.2808,5.265,0,0,0,0,0
316,B,29,B,23.61555667,55.534745,E,A,C,D,B,B,2,0,18.53748,3.51,0.4329,0,5.85,0,0,0.19328538,0,0
317,B,27,B,24.53784667,55.716005,E,B,G,D,B,B,1,0,39.45123,21.45195,0.24453,0,17.75475,0,0,0.255940427,0,0
318,A,9,B,24.601325,54.803365,E,B,B,D,A,B,1,0,32.61726,17.199,0.702,0,10.53,0,2.925,0.253445176,0,0.084541118
319,B,3,B,23.87206167,55.34424333,E,B,B,D,B,B,1,0,39.18213,28.32921,0.32292,0,8.19,0,0,0.048120317,0,0
320,C,5,B,23.10155167,53.88619667,E,B,A,D,A,B,1,0,3.25494,0.86463,0.05031,0,2.34,0,0,0.236747389,0,0
321,B,27,A,24.53298333,55.72710833,E,B,E,D,A,B,4,0,39.19617,8.19,0.21177,0.01053,11.70468,0,0,0.255832868,0,0
322,C,5,B,23.09169333,53.92215167,E,B,G,D,B,B,1,0,12.68397,6.81291,0,0.02106,5.85,0,0,0.09876849,0,0
323,B,41,B,24.49047167,55.59996333,E,A,E,D,A,B,1,0,39.181896,34.228116,0.10998,0,4.8438,0,0,0.365564797,0,0
324,C,33,B,23.11935667,53.67442667,E,B,A,D,A,B,2,0,46.8,24.57,1.17,0,21.06,0,0,0.255756917,0,0
325,A,6,A,24.17158333,54.96417667,E,B,E,D,A,B,3,0,22.66173,0,0.585,1.755,4.68,0,1.755,0.185864216,0,0.206283728
326,C,33,B,23.11946167,53.67533167,E,B,A,D,B,B,2,0,46.8,10.53,0.585,0.585,35.1,0,0,0.223575747,0,0
327,B,3,B,23.87127667,55.34436,E,B,A,D,B,B,1,0,39.18213,22.20543,1.7667,0,8.19,0,0,0.389669607,0,0
328,B,3,B,23.85841333,55.38252833,E,B,A,D,B,B,1,0,39.18213,26.03133,0.2808,0,12.87,0,0,0.037552453,0,0
329,B,18,B,23.78395833,55.43962167,E,B,A,D,B,B,3,0,39.18213,12.45933,0.3978,0,21.645,0,0,0.212107881,0,0
330,C,5,B,23.09137667,53.92276333,E,B,G,D,B,B,1,0,12.68397,7.76295,1.3455,0.06552,3.51,0,0,0.125295338,0,0
331,B,29,B,23.614615,55.46096167,E,A,B,D,B,B,1,0,39.18213,29.25,0.234,0,9.36,0,0,0.347418983,0,0
332,C,5,B,23.044015,54.01980167,E,B,I,D,B,B,1,0,29.70513,17.09019,0.25506,1.82988,10.53,0,0,0.120729726,0,0
333,B,16,B,23.94871167,55.51968333,E,B,B,D,B,B,2,0,39.02652,21.06,1.04949,0,11.7,0,0,0.162291306,0,0
334,B,3,B,23.871475,55.34658,E,B,A,D,B,B,1,0,39.18213,23.62698,0.34515,0,5.85,0,0,0.052550616,0,0
335,B,29,B,23.63893333,55.53963833,E,A,B,D,B,B,2,0,32.75883,11.46483,0.234,2.34,14.04,0,0,0.236893176,0,0
336,A,6,A,24.17046555,54.97534633,E,B,D,D,A,B,0,0,22.89573,10.61073,0,0,6.435,0,0,0.210590584,0,0
337,B,16,A,23.94570167,55.49098,E,B,D,D,B,B,4,0,39.18213,26.53443,2.7027,0,8.775,0,0,0.165667677,0,0
338,C,5,B,23.10226333,53.88624333,E,B,G,D,B,B,1,0,38.033073,33.432048,0,0,4.601025,0,0,0.387652243,0,0
339,A,9,A,24.60218667,54.80312833,E,B,B,D,A,B,2,0,32.61726,3.627,0.5967,1.404,14.04,0,10.53,0.202752066,0,0.223074654
340,B,27,A,24.53735,55.715085,E,B,G,D,B,B,1,0,41.38758,27.0387,0.89388,0,13.455,0,0,0.147654123,0,0
341,B,3,B,23.873435,55.34613667,E,B,A,D,B,B,1,0,39.18213,28.28241,0.36972,0,10.53,0,0,0.290214631,0,0
342,B,3,B,23.89062833,55.38323333,E,B,C,D,B,B,2,0,39.18213,23.66091,0.31122,0,10.53,0,0,0.131044472,0,0
343,C,34,A,22.99193167,54.10357167,E,B,G,D,B,B,2,0,27.03168,7.02,1.4625,0.9828,14.04,0,0,0.190326921,0,0
344,A,6,B,24.17046858,54.97533493,E,B,G,D,A,B,0,0,22.77405,5.22405,1.17,0,3.51,0,0,0.144475849,0,0
345,B,29,B,23.61482,55.45906333,E,B,D,D,B,B,1,0,39.18213,30.42,0.2574,0,8.19,0,0,0.224744577,0,0
346,A,9,B,24.58358333,54.76261,E,B,D,D,A,B,3,0,32.61726,3.44916,0.5031,3.51,25.155,0,0,0.223355152,0,0
347,C,35,B,24.45660333,52.290225,E,B,A,D,A,B,1,0,11.65203,0,0.351,0,9.3483,0,0.4329,0.146657803,0,0.319949395
348,C,38,B,23.33057833,53.74441333,E,B,G,D,A,B,2,0,46.8,6.7626,0.234,0,39.8034,0,0,0.126594439,0,0
349,C,5,B,23.04788333,54.02685833,E,B,A,D,B,B,1,0,46.8,30.63879,0.02925,3.26196,12.87,0,0,0.117203907,0,0
350,A,6,B,24.17301,54.974755,E,B,B,D,A,B,2,0,22.7331,0,0,0,11.7,0,0,0.216264645,0,0
351,B,27,B,24.53183,55.72756333,E,B,C,D,A,B,2,0,39.14469,19.89,0.12168,0,4.68702,0,2.9835,0.198703121,0,0.211105196
352,A,6,B,24.17290667,54.97206667,E,B,E,D,A,B,5,0,22.66524,0,1.17,0,9.36,1.17,0,0.056668248,0.172961551,0
353,B,41,B,24.49119,55.602615,E,B,G,D,B,B,1,0,39.18213,8.4357,0.18018,0,30.56625,0,0,0.073447086,0,0
354,B,18,B,23.784505,55.43947,E,B,B,D,B,B,2,0,39.18213,21.32793,0.3042,0,17.55,0,0,0.348823928,0,0
355,B,29,B,23.615395,55.45712,E,B,E,D,B,B,0,1,39.18213,31.59,0.234,0,7.02,0,0,0.072554067,0,0
356,B,41,B,24.55691748,55.71775723,E,B,G,D,A,B,1,0,39.16341,5.85,0.55341,0,23.4,0,0,0.235728243,0,0
357,C,5,B,23.09034667,53.92362,E,B,I,D,B,B,1,0,21.06,0.70434,0.0585,0.40716,19.89,0,0,0.280514628,0,0
358,C,33,B,23.070695,53.57193,E,B,B,D,B,B,1,0,25.74,1.17,1.17,2.34,17.55,0,0,0.251317351,0,0
359,B,29,B,23.63597333,55.53967833,E,A,D,D,B,B,3,0,32.73426,13.01391,0.41535,2.34,7.605,0,0,0.244144923,0,0
360,A,9,A,24.584955,54.76271167,E,B,G,D,A,B,3,0,32.61726,0,1.2285,1.755,14.04,0,9.945,0.215768545,0,0.160949711
361,C,5,B,23.090445,53.92333167,E,B,I,D,B,B,1,0,21.06,0.18018,0,0.40482,20.475,0,0,0.208396875,0,0
362,A,6,A,24.16113,54.98607167,E,B,G,D,B,B,3,0,23.51232,0,1.755,0.117,3.51,0,1.17,0.087353155,0,0.093518226
363,A,9,A,24.51907,54.61328333,E,B,G,D,A,B,5,0,27.18846,4.68,0.65754,1.2636,3.72645,3.3696,3.51,0.186607621,0.014085399,0.272387665
364,C,5,B,23.10414667,53.88506167,E,B,A,D,B,B,1,0,10.07253,0.46332,0.24453,0.05265,9.31203,0,0,0.181949996,0,0
365,B,3,B,23.88764167,55.38482667,E,B,B,D,B,B,1,0,39.18213,23.75685,0.21528,0,10.53,0,0,0.396124493,0,0
366,A,6,A,24.17306333,54.97001,E,B,C,D,A,B,1,0,22.66524,0,1.755,0,11.7,0,0,0.251284915,0,0
367,B,18,B,23.79629667,55.44090333,E,B,A,D,B,B,1,0,39.18213,25.48728,0.23985,0,8.775,0,0,0,0,0
368,C,38,B,23.328765,53.74456333,E,B,G,D,A,B,3,0,46.8,0.8307,0,0.0468,36.27,0,0.2925,0.198926257,0,0.24655947
369,C,1,B,22.97234833,53.408965,E,B,A,D,B,B,1,0,27.03168,0,0.05733,3.09816,9.5823,0,0,0,0,0
370,B,29,B,23.61542167,55.45524833,E,B,D,D,B,B,1,0,39.18213,25.74,0.2691,0,12.87,0,0,0.29438859,0,0
371,A,9,A,24.62408167,54.69357,E,B,G,D,A,B,3,0,32.60907,19.89,0.62244,1.4625,8.19,0,0,0.226172525,0,0
372,C,33,B,23.07169333,53.57311,E,B,G,D,B,B,1,0,14.04,0,1.17,1.17,11.7,0,0,0.203805373,0,0
373,B,27,B,24.53165,55.71903833,E,B,F,D,B,B,3,0,39.18213,20.83536,0.11817,0,4.1886,0,4.68,0.29160651,0,0.35970726
374,B,16,B,23.974995,55.54930167,E,B,A,D,B,B,2,0,39.195,10.53,0.5148,0,18.5445,0,0,0.306383161,0,0
375,B,27,B,24.53250667,55.72537667,E,B,E,D,A,B,2,0,39.12948,19.89,0.14274,0,14.04,0,0,0.089540382,0,0
376,A,9,A,24.60139,54.804865,E,B,C,D,A,B,1,0,32.61726,18.954,0.702,2.34,7.02,0,3.51,0.190434223,0,0.402998693
377,B,41,B,24.50669333,55.62188333,E,B,G,D,B,B,1,0,57.29022,27.81792,0.2223,5.85,23.4,0,0,0.216268346,0,0
378,B,16,B,23.96009667,55.504175,E,B,C,D,B,B,2,0,39.0312,21.03192,0.33228,0,12.987,0,0,0.118895992,0,0
379,A,6,B,24.17213333,54.96234333,E,B,C,D,A,B,1,0,25.0146,3.51,0,0,9.36,0,0,0.225612778,0,0
380,A,9,B,24.58344167,54.76447667,E,B,C,D,A,B,1,0,32.61726,19.24416,0.5031,3.51,9.36,0,0,0.125763829,0,0
381,C,21,B,23.62109833,54.40414,E,B,D,D,B,B,0,1,20.358,0,0,5.84415,2.9835,0,0,0.132118045,0,0
382,B,41,B,24.48882833,55.60085,E,B,G,D,A,B,1,0,39.18213,16.5555,0.10413,0,19.7964,0.3861,2.34,0.157476585,0.168655725,0.224561099
383,C,1,B,22.97205,53.407365,E,B,A,D,B,B,1,0,27.03168,0,0.09828,1.7784,12.402,0,0,0,0,0
384,B,3,B,23.88692333,55.38276167,E,B,D,D,B,B,2,0,39.18213,21.34548,0.28665,0,10.53,0,0,0.359048926,0,0
385,C,35,A,24.45883197,52.29082547,E,A,A,D,A,B,2,0,11.7,0,0.2106,0,5.6043,0,0.468,0.31363934,0,0.207647011
386,B,3,A,23.861655,55.38030333,E,B,B,D,B,B,2,0,39.18213,22.49793,0.3042,0,11.7,0,0,0.040709972,0,0
